Property_Name,Location,Property_Type,Price_INR,Area_sqft,BHK,Bathrooms,Listing_URL,City
Luxury 5 BHK in Andheri West,Chembur,Apartment,70400000.0,3498.0,2,2.0,https://www.sample-realestate.com/mumbai/property/194,Mumbai
Luxury 5 BHK in Chembur,Juhu,Independent House,46300000.0,2051.0,3,3.0,https://www.sample-realestate.com/mumbai/property/195,Mumbai
Luxury 4 BHK in Chembur,Goregaon East,Apartment,28400000.0,3882.0,2,2.0,https://www.sample-realestate.com/mumbai/property/196,Mumbai
Luxury 5 BHK in Malad West,Bandra East,Apartment,82800000.0,986.0,2,2.0,https://www.sample-realestate.com/mumbai/property/197,Mumbai
Luxury 4 BHK in Goregaon East,Juhu,Apartment,80900000.0,3514.0,2,3.0,https://www.sample-realestate.com/mumbai/property/198,Mumbai
Luxury 5 BHK in Powai,Borivali West,Apartment,71000000.0,,2,2.0,https://www.sample-realestate.com/mumbai/property/199,Mumbai
Luxury 3 BHK in Malad West,Worli,Apartment,30900000.0,3152.0,2,2.0,https://www.sample-realestate.com/mumbai/property/200,Mumbai
Luxury 4 BHK in Bandra East,Bandra East,Apartment,61100000.0,3426.0,1,1.0,https://www.sample-realestate.com/mumbai/property/201,Mumbai
Luxury 4 BHK in Lower Parel,Lower Parel,Apartment,39300000.0,3116.0,3,3.0,https://www.sample-realestate.com/mumbai/property/202,Mumbai
Luxury 3 BHK in Andheri West,Kandivali East,Studio,13700000.0,2617.0,3,3.0,https://www.sample-realestate.com/mumbai/property/203,Mumbai
Luxury 3 BHK in Chembur,Bandra East,Apartment,92100000.0,786.0,3,2.0,https://www.sample-realestate.com/mumbai/property/204,Mumbai
Luxury 2 BHK in Malad West,South Mumbai,Apartment,18000000.0,420.0,2,2.0,https://www.sample-realestate.com/mumbai/property/205,Mumbai
Luxury 2 BHK in Borivali West,Borivali West,Studio,95300000.0,3707.0,2,2.0,https://www.sample-realestate.com/mumbai/property/206,Mumbai
Luxury 2 BHK in Borivali West,Malad West,Apartment,47400000.0,2582.0,4,4.0,https://www.sample-realestate.com/mumbai/property/207,Mumbai
Luxury 1 BHK in Chembur,Kandivali East,Apartment,22600000.0,3247.0,2,2.0,https://www.sample-realestate.com/mumbai/property/208,Mumbai
Luxury 5 BHK in Andheri West,Andheri West,Studio,56500000.0,2082.0,2,2.0,https://www.sample-realestate.com/mumbai/property/209,Mumbai
Luxury 2 BHK in Lower Parel,Goregaon East,Apartment,87900000.0,734.0,1,1.0,https://www.sample-realestate.com/mumbai/property/210,Mumbai
Luxury 1 BHK in Bandra East,Andheri West,Apartment,74600000.0,763.0,2,2.0,https://www.sample-realestate.com/mumbai/property/211,Mumbai
Luxury 1 BHK in Kandivali East,Bandra East,Apartment,81600000.0,2837.0,2,3.0,https://www.sample-realestate.com/mumbai/property/212,Mumbai
Luxury 5 BHK in Borivali West,Andheri West,Villa,67600000.0,1892.0,2,3.0,https://www.sample-realestate.com/mumbai/property/213,Mumbai
Luxury 1 BHK in Malad West,South Mumbai,Apartment,70800000.0,1042.0,2,3.0,https://www.sample-realestate.com/mumbai/property/214,Mumbai
Luxury 5 BHK in Goregaon East,Borivali West,Apartment,85700000.0,2119.0,2,2.0,https://www.sample-realestate.com/mumbai/property/215,Mumbai
Luxury 5 BHK in Malad West,Lower Parel,Studio,28700000.0,538.0,3,3.0,https://www.sample-realestate.com/mumbai/property/216,Mumbai
Luxury 3 BHK in Chembur,Worli,Villa,51500000.0,2453.0,3,3.0,https://www.sample-realestate.com/mumbai/property/217,Mumbai
Luxury 2 BHK in Juhu,Goregaon East,Apartment,26000000.0,1295.0,3,3.0,https://www.sample-realestate.com/mumbai/property/218,Mumbai
Luxury 5 BHK in Goregaon East,South Mumbai,Apartment,98800000.0,3251.0,3,4.0,https://www.sample-realestate.com/mumbai/property/219,Mumbai
Luxury 1 BHK in Chembur,South Mumbai,Apartment,94700000.0,1448.0,5,4.0,https://www.sample-realestate.com/mumbai/property/220,Mumbai
Luxury 5 BHK in Andheri West,Andheri West,Apartment,8700000.0,1984.0,1,1.0,https://www.sample-realestate.com/mumbai/property/221,Mumbai
Luxury 4 BHK in Borivali West,Andheri West,Apartment,72000000.0,343.0,1,1.0,https://www.sample-realestate.com/mumbai/property/222,Mumbai
Luxury 4 BHK in Lower Parel,Bandra East,Apartment,92900000.0,568.0,1,1.0,https://www.sample-realestate.com/mumbai/property/223,Mumbai
Luxury 2 BHK in Borivali West,Worli,Villa,22200000.0,1752.0,3,3.0,https://www.sample-realestate.com/mumbai/property/224,Mumbai
Luxury 4 BHK in Andheri West,Juhu,Studio,59000000.0,2076.0,4,4.0,https://www.sample-realestate.com/mumbai/property/225,Mumbai
Luxury 5 BHK in Malad West,Andheri West,Apartment,92000000.0,2520.0,2,2.0,https://www.sample-realestate.com/mumbai/property/226,Mumbai
Luxury 2 BHK in Lower Parel,Borivali West,Independent House,8200000.0,1379.0,4,4.0,https://www.sample-realestate.com/mumbai/property/227,Mumbai
Luxury 5 BHK in Powai,Malad West,Apartment,71300000.0,2871.0,1,1.0,https://www.sample-realestate.com/mumbai/property/228,Mumbai
Luxury 2 BHK in Powai,Goregaon East,Independent House,33200000.0,3482.0,4,4.0,https://www.sample-realestate.com/mumbai/property/229,Mumbai
Luxury 2 BHK in Lower Parel,Chembur,Apartment,92800000.0,3185.0,2,3.0,https://www.sample-realestate.com/mumbai/property/230,Mumbai
Luxury 3 BHK in Lower Parel,Andheri West,Apartment,97300000.0,,1,2.0,https://www.sample-realestate.com/mumbai/property/231,Mumbai
Luxury 1 BHK in Kandivali East,Borivali West,Villa,94700000.0,2078.0,2,2.0,https://www.sample-realestate.com/mumbai/property/232,Mumbai
Luxury 5 BHK in Powai,Borivali West,Apartment,50100000.0,688.0,2,2.0,https://www.sample-realestate.com/mumbai/property/233,Mumbai
Luxury 2 BHK in Andheri West,Goregaon East,Apartment,86900000.0,1196.0,2,2.0,https://www.sample-realestate.com/mumbai/property/234,Mumbai
Luxury 4 BHK in South Mumbai,Juhu,Apartment,85200000.0,3951.0,2,2.0,https://www.sample-realestate.com/mumbai/property/235,Mumbai
Luxury 4 BHK in Kandivali East,Borivali West,Apartment,35300000.0,827.0,3,3.0,https://www.sample-realestate.com/mumbai/property/236,Mumbai
Luxury 4 BHK in Bandra East,Malad West,Apartment,83700000.0,2146.0,2,3.0,https://www.sample-realestate.com/mumbai/property/237,Mumbai
Luxury 3 BHK in Chembur,Borivali West,Apartment,8500000.0,2587.0,2,1.0,https://www.sample-realestate.com/mumbai/property/238,Mumbai
Luxury 1 BHK in Andheri West,Borivali West,Apartment,61600000.0,2899.0,3,4.0,https://www.sample-realestate.com/mumbai/property/239,Mumbai
Luxury 5 BHK in Juhu,Borivali West,Apartment,26900000.0,2371.0,3,3.0,https://www.sample-realestate.com/mumbai/property/240,Mumbai
Luxury 3 BHK in Borivali West,Lower Parel,Apartment,16500000.0,336.0,2,2.0,https://www.sample-realestate.com/mumbai/property/241,Mumbai
Luxury 4 BHK in Juhu,Lower Parel,Apartment,12300000.0,1508.0,2,2.0,https://www.sample-realestate.com/mumbai/property/242,Mumbai
Luxury 1 BHK in Andheri West,Juhu,Studio,71100000.0,2216.0,1,2.0,https://www.sample-realestate.com/mumbai/property/243,Mumbai
Luxury 2 BHK in South Mumbai,Andheri West,Apartment,37300000.0,625.0,1,1.0,https://www.sample-realestate.com/mumbai/property/244,Mumbai
Luxury 4 BHK in Chembur,Borivali West,Apartment,73900000.0,1597.0,3,3.0,https://www.sample-realestate.com/mumbai/property/245,Mumbai
Luxury 2 BHK in Juhu,Worli,Apartment,11200000.0,423.0,1,1.0,https://www.sample-realestate.com/mumbai/property/246,Mumbai
Luxury 2 BHK in Juhu,Andheri West,Studio,35000000.0,591.0,2,2.0,https://www.sample-realestate.com/mumbai/property/247,Mumbai
Luxury 1 BHK in Lower Parel,Juhu,Apartment,56300000.0,1769.0,3,3.0,https://www.sample-realestate.com/mumbai/property/248,Mumbai
Luxury 5 BHK in Lower Parel,Powai,Apartment,80100000.0,791.0,1,1.0,https://www.sample-realestate.com/mumbai/property/249,Mumbai
Premium 3 BHK in Bhawarkua,Vijay Nagar,Apartment,4200000.0,936.0,3,3.0,https://www.sample-realestate.com/indore-property/0,Indore
Premium 2 BHK in Nipania,LIG Colony,Apartment,11200000.0,1445.0,3,4.0,https://www.sample-realestate.com/indore-property/1,Indore
Premium 3 BHK in Super Corridor,Sudama Nagar,Apartment,4500000.0,1926.0,1,1.0,https://www.sample-realestate.com/indore-property/2,Indore
Premium 2 BHK in Vijay Nagar,Bypass Road,Apartment,6000000.0,1999.0,2,2.0,https://www.sample-realestate.com/indore-property/3,Indore
Premium 2 BHK in Super Corridor,Sudama Nagar,Apartment,6400000.0,1505.0,3,3.0,https://www.sample-realestate.com/indore-property/4,Indore
Premium 1 BHK in Vijay Nagar,Bypass Road,Independent House,2100000.0,2986.0,2,2.0,https://www.sample-realestate.com/indore-property/5,Indore
Premium 2 BHK in Nipania,Vijay Nagar,Apartment,7500000.0,539.0,3,4.0,https://www.sample-realestate.com/indore-property/6,Indore
Premium 5 BHK in Vijay Nagar,AB Road,Apartment,12800000.0,2689.0,5,4.0,https://www.sample-realestate.com/indore-property/7,Indore
Premium 1 BHK in Rau,Nipania,Apartment,4300000.0,1525.0,1,1.0,https://www.sample-realestate.com/indore-property/8,Indore
Premium 2 BHK in LIG Colony,Bhawarkua,Studio,7100000.0,2655.0,4,4.0,https://www.sample-realestate.com/indore-property/9,Indore
Premium 4 BHK in Bhawarkua,Rau,Apartment,12400000.0,858.0,2,2.0,https://www.sample-realestate.com/indore-property/10,Indore
Premium 5 BHK in LIG Colony,Nipania,Apartment,8900000.0,1335.0,2,2.0,https://www.sample-realestate.com/indore-property/11,Indore
Premium 3 BHK in Rau,Nipania,Apartment,7600000.0,2955.0,2,1.0,https://www.sample-realestate.com/indore-property/12,Indore
Premium 1 BHK in Vijay Nagar,Super Corridor,Apartment,8000000.0,2010.0,3,3.0,https://www.sample-realestate.com/indore-property/13,Indore
Premium 2 BHK in Nipania,LIG Colony,Apartment,13100000.0,2052.0,1,1.0,https://www.sample-realestate.com/indore-property/14,Indore
Premium 5 BHK in Rau,Palasia,Apartment,3000000.0,2725.0,3,4.0,https://www.sample-realestate.com/indore-property/15,Indore
Premium 2 BHK in AB Road,Bypass Road,Apartment,7900000.0,786.0,2,2.0,https://www.sample-realestate.com/indore-property/16,Indore
Premium 4 BHK in Bhawarkua,Vijay Nagar,Villa,11700000.0,,4,3.0,https://www.sample-realestate.com/indore-property/17,Indore
Premium 2 BHK in Bypass Road,Palasia,Apartment,10100000.0,2717.0,2,2.0,https://www.sample-realestate.com/indore-property/18,Indore
Premium 4 BHK in AB Road,Rau,Apartment,3100000.0,1958.0,2,2.0,https://www.sample-realestate.com/indore-property/19,Indore
Premium 1 BHK in Bhawarkua,LIG Colony,Apartment,11600000.0,2806.0,3,3.0,https://www.sample-realestate.com/indore-property/20,Indore
Premium 3 BHK in Sudama Nagar,Bhawarkua,Apartment,8900000.0,2224.0,2,2.0,https://www.sample-realestate.com/indore-property/21,Indore
Premium 3 BHK in Rau,Rau,Apartment,9700000.0,979.0,2,2.0,https://www.sample-realestate.com/indore-property/22,Indore
Premium 4 BHK in Rau,Bypass Road,Apartment,9300000.0,2886.0,2,2.0,https://www.sample-realestate.com/indore-property/23,Indore
Premium 4 BHK in Vijay Nagar,Nipania,Apartment,13600000.0,2493.0,3,,https://www.sample-realestate.com/indore-property/24,Indore
Premium 5 BHK in LIG Colony,Rau,Apartment,5300000.0,2644.0,1,1.0,https://www.sample-realestate.com/indore-property/25,Indore
Premium 4 BHK in Sudama Nagar,Super Corridor,Villa,6200000.0,811.0,2,2.0,https://www.sample-realestate.com/indore-property/26,Indore
Premium 2 BHK in AB Road,Sudama Nagar,Villa,10700000.0,738.0,3,,https://www.sample-realestate.com/indore-property/27,Indore
Premium 2 BHK in Bhawarkua,Bhawarkua,Studio,12300000.0,2186.0,3,3.0,https://www.sample-realestate.com/indore-property/28,Indore
Premium 5 BHK in Bypass Road,LIG Colony,Villa,3800000.0,2021.0,2,2.0,https://www.sample-realestate.com/indore-property/29,Indore
Premium 2 BHK in Bhawarkua,LIG Colony,Villa,6800000.0,1464.0,3,4.0,https://www.sample-realestate.com/indore-property/30,Indore
Premium 2 BHK in Palasia,LIG Colony,Independent House,10800000.0,898.0,2,3.0,https://www.sample-realestate.com/indore-property/31,Indore
Premium 4 BHK in AB Road,Rau,Independent House,10200000.0,1735.0,2,2.0,https://www.sample-realestate.com/indore-property/32,Indore
Premium 2 BHK in Vijay Nagar,LIG Colony,Apartment,10600000.0,947.0,2,2.0,https://www.sample-realestate.com/indore-property/33,Indore
Premium 1 BHK in Palasia,Bypass Road,Apartment,4800000.0,806.0,4,4.0,https://www.sample-realestate.com/indore-property/34,Indore
Premium 4 BHK in Nipania,Rau,Studio,14300000.0,2677.0,5,4.0,https://www.sample-realestate.com/indore-property/35,Indore
Premium 4 BHK in AB Road,Vijay Nagar,Villa,13200000.0,1799.0,3,3.0,https://www.sample-realestate.com/indore-property/36,Indore
Premium 2 BHK in LIG Colony,LIG Colony,Villa,11100000.0,1298.0,3,3.0,https://www.sample-realestate.com/indore-property/37,Indore
Premium 2 BHK in Bhawarkua,Sudama Nagar,Apartment,7900000.0,2299.0,3,3.0,https://www.sample-realestate.com/indore-property/38,Indore
Premium 4 BHK in Nipania,Nipania,Villa,9000000.0,2911.0,1,1.0,https://www.sample-realestate.com/indore-property/39,Indore
Premium 4 BHK in Bypass Road,Rau,Apartment,9300000.0,540.0,2,1.0,https://www.sample-realestate.com/indore-property/40,Indore
Premium 2 BHK in LIG Colony,Palasia,Apartment,5100000.0,1122.0,2,2.0,https://www.sample-realestate.com/indore-property/41,Indore
Premium 4 BHK in Super Corridor,Palasia,Apartment,9200000.0,1328.0,1,1.0,https://www.sample-realestate.com/indore-property/42,Indore
Premium 5 BHK in Sudama Nagar,LIG Colony,Apartment,12900000.0,966.0,3,4.0,https://www.sample-realestate.com/indore-property/43,Indore
Premium 4 BHK in Sudama Nagar,Bhawarkua,Apartment,11400000.0,2376.0,1,1.0,https://www.sample-realestate.com/indore-property/44,Indore
Premium 2 BHK in Nipania,LIG Colony,Villa,3800000.0,2672.0,2,2.0,https://www.sample-realestate.com/indore-property/45,Indore
Premium 5 BHK in Nipania,Bypass Road,Villa,6900000.0,1585.0,2,3.0,https://www.sample-realestate.com/indore-property/46,Indore
Premium 2 BHK in Vijay Nagar,Super Corridor,Apartment,5400000.0,1381.0,1,1.0,https://www.sample-realestate.com/indore-property/47,Indore
Premium 1 BHK in Sudama Nagar,Rau,Apartment,6400000.0,1478.0,2,2.0,https://www.sample-realestate.com/indore-property/48,Indore
Premium 4 BHK in Bypass Road,Rau,Apartment,12400000.0,949.0,2,1.0,https://www.sample-realestate.com/indore-property/49,Indore
Premium 2 BHK in Palasia,Rau,Independent House,14500000.0,1411.0,3,3.0,https://www.sample-realestate.com/indore-property/50,Indore
Premium 1 BHK in Nipania,LIG Colony,Villa,2700000.0,1014.0,2,2.0,https://www.sample-realestate.com/indore-property/51,Indore
Premium 2 BHK in Nipania,LIG Colony,Apartment,8000000.0,1273.0,3,,https://www.sample-realestate.com/indore-property/52,Indore
Premium 5 BHK in LIG Colony,Super Corridor,Independent House,5500000.0,2315.0,1,1.0,https://www.sample-realestate.com/indore-property/53,Indore
Premium 5 BHK in Palasia,Super Corridor,Independent House,9000000.0,2748.0,1,2.0,https://www.sample-realestate.com/indore-property/54,Indore
Premium 5 BHK in Nipania,Rau,Independent House,11800000.0,1159.0,1,1.0,https://www.sample-realestate.com/indore-property/55,Indore
Premium 5 BHK in Nipania,Palasia,Independent House,14000000.0,2556.0,1,1.0,https://www.sample-realestate.com/indore-property/56,Indore
Premium 1 BHK in Sudama Nagar,AB Road,Apartment,6200000.0,733.0,1,1.0,https://www.sample-realestate.com/indore-property/57,Indore
Premium 5 BHK in Rau,AB Road,Apartment,13400000.0,2104.0,3,3.0,https://www.sample-realestate.com/indore-property/58,Indore
Premium 5 BHK in LIG Colony,Bypass Road,Apartment,4200000.0,2813.0,2,2.0,https://www.sample-realestate.com/indore-property/59,Indore
Premium 1 BHK in Vijay Nagar,Super Corridor,Apartment,9300000.0,,2,3.0,https://www.sample-realestate.com/indore-property/60,Indore
Premium 2 BHK in Bypass Road,AB Road,Apartment,7100000.0,2558.0,2,2.0,https://www.sample-realestate.com/indore-property/61,Indore
Premium 1 BHK in Rau,Palasia,Apartment,13000000.0,2544.0,3,3.0,https://www.sample-realestate.com/indore-property/62,Indore
Premium 3 BHK in Bypass Road,Vijay Nagar,Apartment,14500000.0,,3,3.0,https://www.sample-realestate.com/indore-property/63,Indore
Premium 2 BHK in Sudama Nagar,Sudama Nagar,Apartment,2500000.0,2990.0,1,1.0,https://www.sample-realestate.com/indore-property/64,Indore
Premium 1 BHK in LIG Colony,Vijay Nagar,Independent House,2200000.0,1054.0,2,1.0,https://www.sample-realestate.com/indore-property/65,Indore
Premium 3 BHK in Super Corridor,Super Corridor,Studio,7800000.0,2196.0,4,4.0,https://www.sample-realestate.com/indore-property/66,Indore
Premium 3 BHK in Palasia,Rau,Studio,6400000.0,1646.0,1,1.0,https://www.sample-realestate.com/indore-property/67,Indore
Premium 5 BHK in Palasia,Sudama Nagar,Apartment,10800000.0,2285.0,1,,https://www.sample-realestate.com/indore-property/68,Indore
Premium 2 BHK in Bypass Road,Rau,Independent House,10200000.0,1553.0,4,,https://www.sample-realestate.com/indore-property/69,Indore
Premium 2 BHK in Nipania,AB Road,Apartment,12900000.0,1803.0,2,2.0,https://www.sample-realestate.com/indore-property/70,Indore
Premium 2 BHK in Bypass Road,Nipania,Apartment,4500000.0,2851.0,3,3.0,https://www.sample-realestate.com/indore-property/71,Indore
Premium 2 BHK in Bhawarkua,Rau,Apartment,6400000.0,1621.0,2,2.0,https://www.sample-realestate.com/indore-property/72,Indore
Premium 3 BHK in Bhawarkua,Sudama Nagar,Apartment,8700000.0,,2,3.0,https://www.sample-realestate.com/indore-property/73,Indore
Premium 2 BHK in Nipania,Bhawarkua,Apartment,3900000.0,983.0,3,3.0,https://www.sample-realestate.com/indore-property/74,Indore
Premium 3 BHK in Sudama Nagar,AB Road,Independent House,5500000.0,2413.0,1,1.0,https://www.sample-realestate.com/indore-property/75,Indore
Premium 2 BHK in Palasia,Bhawarkua,Apartment,6600000.0,1844.0,3,,https://www.sample-realestate.com/indore-property/76,Indore
Premium 4 BHK in Bypass Road,Rau,Apartment,12400000.0,2594.0,2,2.0,https://www.sample-realestate.com/indore-property/77,Indore
Premium 4 BHK in Nipania,Nipania,Independent House,5000000.0,2132.0,2,2.0,https://www.sample-realestate.com/indore-property/78,Indore
Premium 3 BHK in LIG Colony,Bhawarkua,Apartment,9900000.0,2692.0,2,2.0,https://www.sample-realestate.com/indore-property/79,Indore
Premium 2 BHK in Super Corridor,Rau,Apartment,12900000.0,699.0,1,1.0,https://www.sample-realestate.com/indore-property/80,Indore
Premium 4 BHK in Nipania,Bypass Road,Villa,13300000.0,1607.0,2,2.0,https://www.sample-realestate.com/indore-property/81,Indore
Premium 4 BHK in AB Road,Vijay Nagar,Apartment,9600000.0,,2,2.0,https://www.sample-realestate.com/indore-property/82,Indore
Premium 4 BHK in Sudama Nagar,Sudama Nagar,Independent House,3000000.0,2645.0,2,2.0,https://www.sample-realestate.com/indore-property/83,Indore
Premium 1 BHK in Bypass Road,Bypass Road,Independent House,14900000.0,1369.0,1,2.0,https://www.sample-realestate.com/indore-property/84,Indore
Premium 5 BHK in Rau,Bypass Road,Apartment,10800000.0,2750.0,2,3.0,https://www.sample-realestate.com/indore-property/85,Indore
Premium 1 BHK in Bypass Road,AB Road,Apartment,10400000.0,,3,2.0,https://www.sample-realestate.com/indore-property/86,Indore
Premium 5 BHK in Super Corridor,Sudama Nagar,Apartment,6900000.0,1094.0,2,2.0,https://www.sample-realestate.com/indore-property/87,Indore
Premium 3 BHK in AB Road,AB Road,Villa,8800000.0,1167.0,3,3.0,https://www.sample-realestate.com/indore-property/88,Indore
Premium 2 BHK in AB Road,Sudama Nagar,Apartment,12300000.0,2545.0,3,2.0,https://www.sample-realestate.com/indore-property/89,Indore
Premium 5 BHK in Super Corridor,Vijay Nagar,Villa,2500000.0,2104.0,1,1.0,https://www.sample-realestate.com/indore-property/90,Indore
Premium 4 BHK in Bhawarkua,Rau,Apartment,8900000.0,1727.0,2,2.0,https://www.sample-realestate.com/indore-property/91,Indore
Premium 3 BHK in Rau,Super Corridor,Apartment,2400000.0,2768.0,2,2.0,https://www.sample-realestate.com/indore-property/92,Indore
Premium 4 BHK in Vijay Nagar,Vijay Nagar,Independent House,7700000.0,899.0,1,1.0,https://www.sample-realestate.com/indore-property/93,Indore
Premium 4 BHK in LIG Colony,Bypass Road,Independent House,14900000.0,1755.0,1,1.0,https://www.sample-realestate.com/indore-property/94,Indore
Premium 4 BHK in LIG Colony,Vijay Nagar,Independent House,6400000.0,2141.0,2,2.0,https://www.sample-realestate.com/indore-property/95,Indore
Premium 3 BHK in AB Road,AB Road,Apartment,12700000.0,2860.0,2,2.0,https://www.sample-realestate.com/indore-property/96,Indore
Premium 2 BHK in LIG Colony,Sudama Nagar,Independent House,4000000.0,539.0,1,1.0,https://www.sample-realestate.com/indore-property/97,Indore
Premium 2 BHK in Palasia,Sudama Nagar,Apartment,14600000.0,1194.0,1,1.0,https://www.sample-realestate.com/indore-property/98,Indore
Premium 3 BHK in Bhawarkua,Bypass Road,Villa,9400000.0,602.0,3,3.0,https://www.sample-realestate.com/indore-property/99,Indore
Premium 3 BHK in Bypass Road,Bypass Road,Apartment,6200000.0,2519.0,1,1.0,https://www.sample-realestate.com/indore-property/100,Indore
Premium 1 BHK in Super Corridor,Rau,Apartment,4200000.0,2484.0,2,2.0,https://www.sample-realestate.com/indore-property/101,Indore
Premium 4 BHK in Nipania,Rau,Apartment,3300000.0,1788.0,2,3.0,https://www.sample-realestate.com/indore-property/102,Indore
Premium 4 BHK in Palasia,Vijay Nagar,Apartment,12400000.0,1975.0,2,3.0,https://www.sample-realestate.com/indore-property/103,Indore
Premium 4 BHK in Palasia,Palasia,Villa,2700000.0,2092.0,1,1.0,https://www.sample-realestate.com/indore-property/104,Indore
Premium 3 BHK in Sudama Nagar,Super Corridor,Apartment,6000000.0,1581.0,3,3.0,https://www.sample-realestate.com/indore-property/105,Indore
Premium 2 BHK in Bypass Road,Vijay Nagar,Villa,9300000.0,1463.0,2,,https://www.sample-realestate.com/indore-property/106,Indore
Premium 2 BHK in Rau,LIG Colony,Apartment,11800000.0,2169.0,2,2.0,https://www.sample-realestate.com/indore-property/107,Indore
Premium 3 BHK in LIG Colony,AB Road,Apartment,11400000.0,1335.0,3,2.0,https://www.sample-realestate.com/indore-property/108,Indore
Premium 1 BHK in AB Road,Rau,Apartment,2100000.0,2269.0,2,2.0,https://www.sample-realestate.com/indore-property/109,Indore
Premium 2 BHK in Bhawarkua,LIG Colony,Apartment,14200000.0,2963.0,1,1.0,https://www.sample-realestate.com/indore-property/110,Indore
Premium 5 BHK in Nipania,Bhawarkua,Apartment,3500000.0,2981.0,2,3.0,https://www.sample-realestate.com/indore-property/111,Indore
Premium 4 BHK in Palasia,Nipania,Apartment,14500000.0,1422.0,2,2.0,https://www.sample-realestate.com/indore-property/112,Indore
Premium 5 BHK in Bypass Road,AB Road,Independent House,3100000.0,1195.0,2,3.0,https://www.sample-realestate.com/indore-property/113,Indore
Premium 5 BHK in AB Road,AB Road,Villa,4700000.0,1885.0,5,6.0,https://www.sample-realestate.com/indore-property/114,Indore
Premium 1 BHK in Vijay Nagar,Rau,Apartment,10800000.0,1286.0,2,2.0,https://www.sample-realestate.com/indore-property/115,Indore
Premium 1 BHK in Palasia,Bhawarkua,Apartment,9700000.0,2562.0,2,2.0,https://www.sample-realestate.com/indore-property/116,Indore
Premium 1 BHK in Rau,Sudama Nagar,Apartment,6600000.0,2799.0,3,3.0,https://www.sample-realestate.com/indore-property/117,Indore
Premium 4 BHK in AB Road,Super Corridor,Apartment,7800000.0,2261.0,3,3.0,https://www.sample-realestate.com/indore-property/118,Indore
Premium 5 BHK in AB Road,LIG Colony,Apartment,14400000.0,2353.0,2,2.0,https://www.sample-realestate.com/indore-property/119,Indore
Premium 1 BHK in LIG Colony,Super Corridor,Apartment,9800000.0,1532.0,1,1.0,https://www.sample-realestate.com/indore-property/120,Indore
Premium 2 BHK in Bhawarkua,Rau,Apartment,8900000.0,675.0,2,3.0,https://www.sample-realestate.com/indore-property/121,Indore
Premium 3 BHK in Bhawarkua,Super Corridor,Villa,13000000.0,2609.0,2,2.0,https://www.sample-realestate.com/indore-property/122,Indore
Premium 3 BHK in LIG Colony,Sudama Nagar,Apartment,11100000.0,1863.0,2,2.0,https://www.sample-realestate.com/indore-property/123,Indore
Premium 4 BHK in Sudama Nagar,AB Road,Apartment,8900000.0,2055.0,1,1.0,https://www.sample-realestate.com/indore-property/124,Indore
Premium 2 BHK in Bypass Road,LIG Colony,Apartment,7900000.0,2141.0,5,6.0,https://www.sample-realestate.com/indore-property/125,Indore
Premium 5 BHK in Palasia,Nipania,Apartment,13000000.0,1909.0,1,1.0,https://www.sample-realestate.com/indore-property/126,Indore
Premium 2 BHK in Vijay Nagar,Super Corridor,Apartment,4900000.0,524.0,2,1.0,https://www.sample-realestate.com/indore-property/127,Indore
Premium 4 BHK in Palasia,Palasia,Independent House,5200000.0,1054.0,2,2.0,https://www.sample-realestate.com/indore-property/128,Indore
Premium 4 BHK in LIG Colony,Nipania,Villa,6600000.0,996.0,3,3.0,https://www.sample-realestate.com/indore-property/129,Indore
Premium 4 BHK in Sudama Nagar,Super Corridor,Apartment,12200000.0,1596.0,4,4.0,https://www.sample-realestate.com/indore-property/130,Indore
Premium 4 BHK in AB Road,Nipania,Villa,3200000.0,2261.0,2,2.0,https://www.sample-realestate.com/indore-property/131,Indore
Premium 2 BHK in AB Road,Bypass Road,Apartment,2500000.0,2509.0,5,6.0,https://www.sample-realestate.com/indore-property/132,Indore
Premium 2 BHK in Palasia,Nipania,Apartment,6100000.0,2666.0,2,1.0,https://www.sample-realestate.com/indore-property/133,Indore
Premium 4 BHK in Super Corridor,AB Road,Apartment,13800000.0,1557.0,2,2.0,https://www.sample-realestate.com/indore-property/134,Indore
Premium 2 BHK in AB Road,Sudama Nagar,Apartment,7100000.0,1693.0,1,1.0,https://www.sample-realestate.com/indore-property/135,Indore
Premium 3 BHK in Palasia,LIG Colony,Villa,11900000.0,1496.0,1,1.0,https://www.sample-realestate.com/indore-property/136,Indore
Premium 1 BHK in LIG Colony,Sudama Nagar,Independent House,7600000.0,684.0,1,1.0,https://www.sample-realestate.com/indore-property/137,Indore
Premium 1 BHK in Nipania,AB Road,Apartment,9500000.0,1195.0,1,1.0,https://www.sample-realestate.com/indore-property/138,Indore
Premium 1 BHK in Sudama Nagar,LIG Colony,Villa,6800000.0,1440.0,3,3.0,https://www.sample-realestate.com/indore-property/139,Indore
Premium 3 BHK in LIG Colony,Palasia,Studio,3500000.0,1002.0,3,3.0,https://www.sample-realestate.com/indore-property/140,Indore
Premium 3 BHK in AB Road,Palasia,Studio,12000000.0,2029.0,1,1.0,https://www.sample-realestate.com/indore-property/141,Indore
Premium 2 BHK in Vijay Nagar,Sudama Nagar,Villa,7700000.0,2710.0,2,2.0,https://www.sample-realestate.com/indore-property/142,Indore
Premium 1 BHK in Bhawarkua,Sudama Nagar,Apartment,7100000.0,2524.0,1,1.0,https://www.sample-realestate.com/indore-property/143,Indore
Premium 5 BHK in Super Corridor,Rau,Apartment,10500000.0,1921.0,2,2.0,https://www.sample-realestate.com/indore-property/144,Indore
