Property_Name,Location,Property_Type,Price_INR,Area_sqft,BHK,Bathrooms,Listing_URL
Luxury 2 BHK in Juhu,Goregaon East,Apartment,26000000.0,1295.0,3,3,https://www.sample-realestate.com/mumbai/property/218
Luxury 5 BHK in Goregaon East,South Mumbai,Apartment,98800000.0,3251.0,3,4,https://www.sample-realestate.com/mumbai/property/219
Luxury 1 BHK in Chembur,South Mumbai,Apartment,94700000.0,1448.0,5,4,https://www.sample-realestate.com/mumbai/property/220
Luxury 5 BHK in Andheri West,Andheri West,Apartment,8700000.0,1984.0,1,1,https://www.sample-realestate.com/mumbai/property/221
Luxury 4 BHK in Borivali West,Andheri West,Apartment,72000000.0,343.0,1,1,https://www.sample-realestate.com/mumbai/property/222
Luxury 4 BHK in Lower Parel,Bandra East,Apartment,92900000.0,568.0,1,1,https://www.sample-realestate.com/mumbai/property/223
Luxury 2 BHK in Borivali West,Worli,Villa,22200000.0,1752.0,3,3,https://www.sample-realestate.com/mumbai/property/224
Luxury 4 BHK in Andheri West,Juhu,Studio,59000000.0,2076.0,4,4,https://www.sample-realestate.com/mumbai/property/225
Luxury 5 BHK in Malad West,Andheri West,Apartment,92000000.0,2520.0,2,2,https://www.sample-realestate.com/mumbai/property/226
Luxury 2 BHK in Lower Parel,Borivali West,Independent House,8200000.0,1379.0,4,4,https://www.sample-realestate.com/mumbai/property/227
Luxury 5 BHK in Powai,Malad West,Apartment,71300000.0,2871.0,1,1,https://www.sample-realestate.com/mumbai/property/228
Luxury 2 BHK in Powai,Goregaon East,Independent House,33200000.0,3482.0,4,4,https://www.sample-realestate.com/mumbai/property/229
Luxury 2 BHK in Lower Parel,Chembur,Apartment,92800000.0,3185.0,2,3,https://www.sample-realestate.com/mumbai/property/230
Luxury 3 BHK in Lower Parel,Andheri West,Apartment,97300000.0,,1,2,https://www.sample-realestate.com/mumbai/property/231
Luxury 1 BHK in Kandivali East,Borivali West,Villa,94700000.0,2078.0,2,2,https://www.sample-realestate.com/mumbai/property/232
Luxury 5 BHK in Powai,Borivali West,Apartment,50100000.0,688.0,2,2,https://www.sample-realestate.com/mumbai/property/233
Luxury 2 BHK in Andheri West,Goregaon East,Apartment,86900000.0,1196.0,2,2,https://www.sample-realestate.com/mumbai/property/234
Luxury 4 BHK in South Mumbai,Juhu,Apartment,85200000.0,3951.0,2,2,https://www.sample-realestate.com/mumbai/property/235
Luxury 4 BHK in Kandivali East,Borivali West,Apartment,35300000.0,827.0,3,3,https://www.sample-realestate.com/mumbai/property/236
Luxury 4 BHK in Bandra East,Malad West,Apartment,83700000.0,2146.0,2,3,https://www.sample-realestate.com/mumbai/property/237
Luxury 3 BHK in Chembur,Borivali West,Apartment,8500000.0,2587.0,2,1,https://www.sample-realestate.com/mumbai/property/238
Luxury 1 BHK in Andheri West,Borivali West,Apartment,61600000.0,2899.0,3,4,https://www.sample-realestate.com/mumbai/property/239
Luxury 5 BHK in Juhu,Borivali West,Apartment,26900000.0,2371.0,3,3,https://www.sample-realestate.com/mumbai/property/240
Luxury 3 BHK in Borivali West,Lower Parel,Apartment,16500000.0,336.0,2,2,https://www.sample-realestate.com/mumbai/property/241
Luxury 4 BHK in Juhu,Lower Parel,Apartment,12300000.0,1508.0,2,2,https://www.sample-realestate.com/mumbai/property/242
Luxury 1 BHK in Andheri West,Juhu,Studio,71100000.0,2216.0,1,2,https://www.sample-realestate.com/mumbai/property/243
Luxury 2 BHK in South Mumbai,Andheri West,Apartment,37300000.0,625.0,1,1,https://www.sample-realestate.com/mumbai/property/244
Luxury 4 BHK in Chembur,Borivali West,Apartment,73900000.0,1597.0,3,3,https://www.sample-realestate.com/mumbai/property/245
Luxury 2 BHK in Juhu,Worli,Apartment,11200000.0,423.0,1,1,https://www.sample-realestate.com/mumbai/property/246
Luxury 2 BHK in Juhu,Andheri West,Studio,35000000.0,591.0,2,2,https://www.sample-realestate.com/mumbai/property/247
Luxury 1 BHK in Lower Parel,Juhu,Apartment,56300000.0,1769.0,3,3,https://www.sample-realestate.com/mumbai/property/248
Luxury 5 BHK in Lower Parel,Powai,Apartment,80100000.0,791.0,1,1,https://www.sample-realestate.com/mumbai/property/249
